Flight_Number,Departure_Airport,Arrival_Airport,Flight_Date,Flight_Time,Booking_Date,Booking_Channel,Passenger_ID,Age,Travel_Class,Ticket_Price,Fare_Class,Payment_Method,Flight_Month,Date,GDP_Growth_Rate,Inflation_Rate,Unemployment_Rate,Month,Holiday_Name,Holiday_Date,Holiday_Type,Holiday_Indicator,Weather_Condition,Temperature,Wind_Speed,Precipitation,Departure_Delay,Cancellation,Competitor_Price,Booking_Lead_Time,Airline,Flight_Date_Numeric,Booking_Date_Numeric,Flight_Time_Minutes,Holiday_Date_Numeric,Days_Until_Flight,Surge_Factor,Original_Ticket_Price
CA303,LAX,SFO,2023-03-08,22:27:00,2023-02-18,Online,1453,46,Business,593.4825,Regular,Debit Card,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-08,Non-Holiday,0,Clear,-5.56,18.4,38.34,193,0,1052.41,18,Air Canada,66,144,1347,66,18,1.5,791.31
AA100,DFW,MIA,2023-12-26,19:12:00,2023-10-30,Online,119,23,Business,721.515,Premium,Debit Card,2023-12,2023-12-01,3.85,2.98,4.42,2023-12,No Holiday,2023-12-26,Non-Holiday,0,Rain,26.78,7.96,24.91,161,0,221.7,57,American Airlines,359,398,1152,359,57,1.0,1443.03
BA202,LAX,SFO,2023-10-21,23:08:00,2023-08-29,Online,351,33,First Class,168.5,Discount,Debit Card,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-21,Non-Holiday,0,Storm,23.81,9.34,32.8,40,0,1258.67,53,British Airways,293,336,1388,293,53,1.0,337.0
AA100,DFW,MIA,2023-04-22,15:24:00,2023-03-13,Phone,3591,55,First Class,815.2379999999999,Premium,Credit Card,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-22,Non-Holiday,0,Snow,24.44,10.55,0.91,172,0,151.68,40,American Airlines,111,167,924,111,40,1.2,1358.73
DA404,JFK,LAS,2023-04-29,22:17:00,2023-04-20,Travel Agency,3815,69,Business,1141.316,Discount,Miles,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-29,Non-Holiday,0,Fog,38.64,0.87,45.11,200,0,1280.32,9,Delta Airlines,118,205,1337,118,9,2.2,1037.56
EA505,ORD,SEA,2023-01-07,07:06:00,2022-12-22,Phone,1666,40,Economy,841.935,Premium,Miles,2023-01,2023-01-01,2.87,4.53,2.9,2023-01,No Holiday,2023-01-07,Non-Holiday,0,Snow,14.58,17.15,44.74,106,0,474.06,16,Emirates,6,86,426,6,16,1.5,1122.58
CA303,LAX,LAS,2023-07-06,15:35:00,2023-05-06,Online,2642,57,Business,439.275,Regular,Debit Card,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,No Holiday,2023-07-06,Non-Holiday,0,Rain,-2.11,15.49,31.85,96,0,347.3,61,Air Canada,186,221,935,186,61,1.0,878.55
EA505,JFK,SEA,2023-08-30,12:25:00,2023-05-23,Travel Agency,1859,47,First Class,205.095,Premium,Credit Card,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-30,Non-Holiday,0,Fog,24.38,7.45,1.03,26,0,1330.43,99,Emirates,241,238,745,241,99,1.0,410.19
CA303,DEN,SFO,2023-05-09,20:12:00,2023-03-07,Phone,3351,33,Business,142.17,Premium,Miles,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-09,Non-Holiday,0,Snow,39.01,0.0,7.69,6,0,1344.95,63,Air Canada,128,161,1212,128,63,1.0,284.34
DA404,LAX,LAS,2023-10-17,03:15:00,2023-09-10,Online,3666,33,Economy,341.262,Premium,Debit Card,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-17,Non-Holiday,0,Fog,-8.21,8.79,2.77,226,0,887.92,37,Delta Airlines,289,348,195,289,37,1.2,568.77
DA404,DEN,SEA,2023-04-25,11:44:00,2023-03-20,Travel Agency,3278,19,Business,204.54,Premium,Miles,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-25,Non-Holiday,0,Fog,21.04,4.37,48.77,198,0,318.17,36,Delta Airlines,114,174,704,114,36,1.2,340.9
CA303,JFK,ATL,2023-06-26,05:02:00,2023-04-14,Online,2166,48,Economy,431.77,Regular,Debit Card,2023-06,2023-06-01,-0.8,4.07,6.29,2023-06,No Holiday,2023-06-26,Non-Holiday,0,Rain,7.26,11.7,27.94,194,0,939.23,73,Air Canada,176,199,302,176,73,1.0,863.54
DA404,DEN,MIA,2023-11-18,22:18:00,2023-09-02,Online,2140,31,First Class,172.905,Premium,Debit Card,2023-11,2023-11-01,0.77,7.73,8.5,2023-11,No Holiday,2023-11-18,Non-Holiday,0,Snow,24.11,6.9,42.99,98,0,1244.26,77,Delta Airlines,321,340,1338,321,77,1.0,345.81
CA303,DFW,SFO,2023-02-23,21:38:00,2022-11-27,Phone,799,26,First Class,406.305,Discount,Credit Card,2023-02,2023-02-01,-0.8,3.75,6.88,2023-02,No Holiday,2023-02-23,Non-Holiday,0,Snow,25.99,17.8,10.62,207,0,268.35,88,Air Canada,53,61,1298,53,88,1.0,812.61
CA303,JFK,SFO,2023-05-26,17:09:00,2023-03-08,Phone,1470,61,Business,121.86,Premium,Miles,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-26,Non-Holiday,0,Snow,12.63,9.83,29.1,89,0,910.43,79,Air Canada,145,162,1029,145,79,1.0,243.72
CA303,DEN,LAS,2023-04-25,00:07:00,2023-03-20,Online,486,29,Business,312.228,Regular,Debit Card,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-25,Non-Holiday,0,Clear,29.69,12.62,38.34,130,0,442.24,36,Air Canada,114,174,7,114,36,1.2,520.38
AA100,ORD,LAS,2023-10-30,06:22:00,2023-10-23,Phone,2635,30,First Class,1333.9339999999997,Discount,Credit Card,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-30,Non-Holiday,0,Clear,37.93,3.53,32.45,94,0,469.95,7,American Airlines,302,391,382,302,7,2.8,952.81
BA202,DEN,LAS,2023-01-14,17:11:00,2022-12-19,Travel Agency,4501,21,Economy,166.5825,Discount,Miles,2023-01,2023-01-01,2.87,4.53,2.9,2023-01,No Holiday,2023-01-14,Non-Holiday,0,Storm,23.75,14.53,25.88,204,0,1285.07,26,British Airways,13,83,1031,13,26,1.5,222.11
DA404,ORD,LAS,2023-04-29,16:30:00,2023-03-08,Phone,4061,64,Business,509.255,Premium,Credit Card,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-29,Non-Holiday,0,Fog,31.89,9.47,46.16,106,0,658.15,52,Delta Airlines,118,162,990,118,52,1.0,1018.51
AA100,DFW,LAS,2023-11-20,04:52:00,2023-08-21,Phone,348,42,Economy,399.78,Discount,Debit Card,2023-11,2023-11-01,0.77,7.73,8.5,2023-11,No Holiday,2023-11-20,Non-Holiday,0,Rain,11.28,8.3,14.46,65,0,179.47,91,American Airlines,323,328,292,323,91,1.0,799.56
EA505,DEN,SFO,2023-05-15,08:45:00,2023-04-20,Travel Agency,4376,27,Economy,719.25,Regular,Credit Card,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-15,Non-Holiday,0,Snow,28.18,9.01,29.41,180,0,1039.64,25,Emirates,134,205,525,134,25,1.5,959.0
DA404,LAX,LAS,2023-10-09,23:10:00,2023-09-17,Phone,2037,26,First Class,733.4775,Discount,Credit Card,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-09,Non-Holiday,0,Storm,4.5,10.46,34.77,164,0,332.2,22,Delta Airlines,281,355,1390,281,22,1.5,977.97
BA202,ORD,ATL,2023-06-07,22:57:00,2023-03-10,Travel Agency,767,47,First Class,341.8,Premium,Credit Card,2023-06,2023-06-01,-0.8,4.07,6.29,2023-06,No Holiday,2023-06-07,Non-Holiday,0,Snow,20.14,5.91,13.81,114,0,420.84,89,British Airways,157,164,1377,157,89,1.0,683.6
DA404,LAX,SEA,2023-09-29,02:58:00,2023-06-24,Phone,3310,69,Business,372.58,Discount,Miles,2023-09,2023-09-01,0.55,9.26,2.72,2023-09,No Holiday,2023-09-29,Non-Holiday,0,Rain,24.22,0.72,6.5,5,0,108.49,97,Delta Airlines,271,270,178,271,97,1.0,745.16
BA202,ORD,SFO,2023-03-24,14:02:00,2023-03-20,Online,2624,39,Business,1625.484,Regular,Miles,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-24,Non-Holiday,0,Snow,39.28,8.29,12.63,131,0,738.36,4,British Airways,82,174,842,82,4,2.8,1161.06
EA505,LAX,SFO,2023-11-02,11:59:00,2023-08-11,Travel Agency,1125,64,Economy,140.735,Regular,Debit Card,2023-11,2023-11-01,0.77,7.73,8.5,2023-11,No Holiday,2023-11-02,Non-Holiday,0,Rain,13.7,4.6,22.51,189,0,1210.56,83,Emirates,305,318,719,305,83,1.0,281.47
DA404,DFW,MIA,2023-08-24,17:11:00,2023-06-26,Travel Agency,2274,36,Business,220.635,Discount,Miles,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-24,Non-Holiday,0,Fog,10.7,0.48,31.64,167,0,516.36,59,Delta Airlines,235,272,1031,235,59,1.0,441.27
BA202,JFK,LAS,2023-06-29,02:22:00,2023-06-03,Travel Agency,4657,63,First Class,630.3225,Regular,Credit Card,2023-06,2023-06-01,-0.8,4.07,6.29,2023-06,No Holiday,2023-06-29,Non-Holiday,0,Storm,-9.42,18.62,23.37,188,0,973.23,26,British Airways,179,249,142,179,26,1.5,840.43
BA202,LAX,SEA,2023-04-22,15:08:00,2023-01-15,Travel Agency,1663,53,First Class,500.91,Premium,Miles,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-22,Non-Holiday,0,Clear,4.18,9.07,26.01,81,0,568.85,97,British Airways,111,110,908,111,97,1.0,1001.82
AA100,DEN,MIA,2023-09-06,11:48:00,2023-08-10,Travel Agency,735,33,First Class,850.875,Regular,Credit Card,2023-09,2023-09-01,0.55,9.26,2.72,2023-09,No Holiday,2023-09-06,Non-Holiday,0,Rain,16.46,4.12,49.58,102,0,535.11,27,American Airlines,248,317,708,248,27,1.5,1134.5
DA404,JFK,SEA,2023-11-05,13:00:00,2023-08-10,Online,446,44,First Class,54.075,Discount,Debit Card,2023-11,2023-11-01,0.77,7.73,8.5,2023-11,No Holiday,2023-11-05,Non-Holiday,0,Fog,0.84,6.92,21.16,124,0,304.25,87,Delta Airlines,308,317,780,308,87,1.0,108.15
CA303,ORD,LAS,2023-01-15,16:04:00,2023-01-13,Travel Agency,1049,65,Business,411.9680000000001,Discount,Credit Card,2023-01,2023-01-01,2.87,4.53,2.9,2023-01,No Holiday,2023-01-15,Non-Holiday,0,Clear,13.86,16.06,8.2,207,0,424.22,2,Air Canada,14,108,964,14,2,3.2,257.48
BA202,LAX,LAS,2023-01-20,15:31:00,2022-11-30,Online,4126,59,Economy,192.05,Discount,Miles,2023-01,2023-01-01,2.87,4.53,2.9,2023-01,No Holiday,2023-01-20,Non-Holiday,0,Clear,14.08,15.84,47.09,84,0,1233.7,51,British Airways,19,64,931,19,51,1.0,384.1
CA303,DEN,SEA,2023-01-15,12:52:00,2022-11-07,Travel Agency,7,35,Business,527.295,Regular,Miles,2023-01,2023-01-01,2.87,4.53,2.9,2023-01,No Holiday,2023-01-15,Non-Holiday,0,Fog,11.78,14.81,5.33,100,0,730.57,69,Air Canada,14,41,772,14,69,1.0,1054.59
BA202,LAX,MIA,2023-02-19,13:51:00,2023-01-31,Online,4039,53,First Class,774.315,Premium,Credit Card,2023-02,2023-02-01,-0.8,3.75,6.88,2023-02,No Holiday,2023-02-19,Non-Holiday,0,Clear,13.28,16.8,14.75,63,0,204.47,19,British Airways,49,126,831,49,19,1.5,1032.42
BA202,JFK,ATL,2023-06-07,23:21:00,2023-03-24,Phone,3723,54,Business,480.43,Regular,Miles,2023-06,2023-06-01,-0.8,4.07,6.29,2023-06,No Holiday,2023-06-07,Non-Holiday,0,Clear,-3.9,11.96,2.93,217,0,372.59,75,British Airways,157,178,1401,157,75,1.0,960.86
BA202,JFK,LAS,2023-08-31,02:54:00,2023-08-03,Phone,4379,36,Economy,250.59,Discount,Miles,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-31,Non-Holiday,0,Clear,36.85,7.86,12.87,237,0,303.97,28,British Airways,242,310,174,242,28,1.5,334.12
AA100,DEN,SEA,2023-03-13,17:11:00,2022-12-20,Online,1628,24,Business,281.645,Regular,Miles,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-13,Non-Holiday,0,Fog,36.53,11.05,17.42,118,0,583.36,83,American Airlines,71,84,1031,71,83,1.0,563.29
DA404,LAX,MIA,2023-10-17,06:32:00,2023-08-11,Phone,1781,42,Economy,727.605,Discount,Debit Card,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-17,Non-Holiday,0,Snow,22.76,12.48,39.46,226,0,380.21,67,Delta Airlines,289,318,392,289,67,1.0,1455.21
AA100,DEN,ATL,2023-07-09,14:56:00,2023-06-04,Online,635,52,Economy,164.43,Premium,Miles,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,No Holiday,2023-07-09,Non-Holiday,0,Fog,-6.77,1.14,29.01,178,0,1168.99,35,American Airlines,189,250,896,189,35,1.2,274.05
DA404,DFW,SFO,2023-10-11,22:01:00,2023-08-15,Travel Agency,2629,26,First Class,580.69,Premium,Debit Card,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-11,Non-Holiday,0,Rain,13.84,9.56,18.95,110,0,845.17,57,Delta Airlines,283,322,1321,283,57,1.0,1161.38
DA404,DEN,MIA,2023-10-21,17:17:00,2023-07-15,Phone,2792,49,Economy,137.76,Discount,Debit Card,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-21,Non-Holiday,0,Rain,23.27,9.09,28.98,91,0,302.01,98,Delta Airlines,293,291,1037,293,98,1.0,275.52
CA303,DFW,MIA,2023-06-26,23:37:00,2023-03-21,Online,1374,20,Economy,447.37,Premium,Miles,2023-06,2023-06-01,-0.8,4.07,6.29,2023-06,No Holiday,2023-06-26,Non-Holiday,0,Clear,2.63,12.82,6.54,22,0,931.58,97,Air Canada,176,175,1417,176,97,1.0,894.74
DA404,LAX,SFO,2023-07-28,03:05:00,2023-05-06,Travel Agency,2996,30,First Class,350.9,Regular,Miles,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,No Holiday,2023-07-28,Non-Holiday,0,Rain,20.52,8.14,36.89,209,0,1207.81,83,Delta Airlines,208,221,185,208,83,1.0,701.8
CA303,DFW,SEA,2023-08-09,06:09:00,2023-06-17,Phone,2826,57,First Class,293.595,Premium,Debit Card,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-09,Non-Holiday,0,Rain,-9.27,7.88,20.41,95,0,327.06,53,Air Canada,220,263,369,220,53,1.0,587.19
AA100,JFK,SEA,2023-04-30,22:20:00,2023-03-22,Online,844,63,Business,126.876,Premium,Debit Card,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-30,Non-Holiday,0,Clear,-3.28,1.37,32.3,153,0,657.71,39,American Airlines,119,176,1340,119,39,1.2,211.46
BA202,JFK,LAS,2023-12-28,15:39:00,2023-09-26,Travel Agency,3933,24,Economy,276.03,Premium,Debit Card,2023-12,2023-12-01,3.85,2.98,4.42,2023-12,No Holiday,2023-12-28,Non-Holiday,0,Storm,21.71,17.34,43.07,102,0,296.37,93,British Airways,361,364,939,361,93,1.0,552.06
CA303,JFK,SEA,2023-11-19,19:09:00,2023-08-19,Online,4431,46,Business,125.175,Premium,Debit Card,2023-11,2023-11-01,0.77,7.73,8.5,2023-11,No Holiday,2023-11-19,Non-Holiday,0,Fog,18.94,15.57,30.93,236,0,908.87,92,Air Canada,322,326,1149,322,92,1.0,250.35
EA505,DEN,ATL,2023-03-06,18:19:00,2023-01-23,Online,3004,34,Business,802.962,Regular,Debit Card,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-06,Non-Holiday,0,Snow,4.46,6.44,37.36,55,0,627.28,42,Emirates,64,118,1099,64,42,1.2,1338.27
DA404,DEN,MIA,2023-12-01,01:03:00,2023-11-17,Online,2464,69,First Class,439.52700000000004,Discount,Credit Card,2023-12,2023-12-01,3.85,2.98,4.42,2023-12,Independence Day,2023-12-01,Cultural Event,1,Clear,15.78,18.18,8.7,39,0,324.01,14,Delta Airlines,334,416,63,334,14,2.2,399.57
EA505,LAX,SFO,2023-05-15,02:51:00,2023-05-07,Online,3918,49,Economy,565.565,Premium,Debit Card,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-15,Non-Holiday,0,Fog,6.18,10.12,44.07,142,0,750.25,8,Emirates,134,222,171,134,8,2.2,514.15
CA303,DEN,MIA,2023-09-22,17:48:00,2023-07-01,Online,3668,51,First Class,488.085,Premium,Debit Card,2023-09,2023-09-01,0.55,9.26,2.72,2023-09,No Holiday,2023-09-22,Non-Holiday,0,Storm,6.63,9.26,32.12,158,0,301.31,83,Air Canada,264,277,1068,264,83,1.0,976.17
CA303,ORD,MIA,2023-08-20,18:46:00,2023-07-13,Phone,2562,42,Economy,348.85799999999995,Discount,Debit Card,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-20,Non-Holiday,0,Snow,37.76,5.17,30.19,180,0,1126.84,38,Air Canada,231,289,1126,231,38,1.2,581.43
AA100,DFW,SFO,2023-07-27,06:21:00,2023-05-20,Online,251,19,First Class,54.755,Discount,Credit Card,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,No Holiday,2023-07-27,Non-Holiday,0,Clear,39.72,11.41,14.99,176,0,512.53,68,American Airlines,207,235,381,207,68,1.0,109.51
BA202,DEN,SFO,2023-08-13,13:01:00,2023-07-07,Travel Agency,1632,48,First Class,655.59,Regular,Miles,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-13,Non-Holiday,0,Snow,11.72,15.9,38.8,100,1,433.79,37,British Airways,224,283,781,224,37,1.2,1092.65
DA404,JFK,SEA,2023-05-26,18:34:00,2023-05-10,Travel Agency,607,29,Business,295.57500000000005,Discount,Credit Card,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-26,Non-Holiday,0,Rain,35.78,10.49,5.01,143,1,1395.15,16,Delta Airlines,145,225,1114,145,16,1.5,394.1
DA404,DFW,LAS,2023-10-31,09:36:00,2023-10-18,Travel Agency,3590,41,Business,1374.153,Premium,Credit Card,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-31,Non-Holiday,0,Clear,-8.13,12.64,15.57,167,0,1157.64,13,Delta Airlines,303,386,576,303,13,2.2,1249.23
CA303,DEN,MIA,2023-09-19,12:33:00,2023-08-27,Phone,551,44,Business,714.8625,Premium,Credit Card,2023-09,2023-09-01,0.55,9.26,2.72,2023-09,No Holiday,2023-09-19,Non-Holiday,0,Snow,34.55,9.28,8.29,79,0,446.18,23,Air Canada,261,334,753,261,23,1.5,953.15
CA303,DFW,SFO,2023-11-07,23:30:00,2023-10-27,Online,1866,37,Economy,602.558,Premium,Debit Card,2023-11,2023-11-01,0.77,7.73,8.5,2023-11,No Holiday,2023-11-07,Non-Holiday,0,Storm,22.49,12.26,28.29,106,0,731.02,11,Air Canada,310,395,1410,310,11,2.2,547.78
BA202,DFW,LAS,2023-08-07,22:07:00,2023-07-24,Phone,1657,45,Economy,1346.9060000000002,Regular,Debit Card,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-07,Non-Holiday,0,Rain,0.7,10.89,17.82,7,0,912.9,14,British Airways,218,300,1327,218,14,2.2,1224.46
AA100,DFW,SEA,2023-05-16,08:55:00,2023-03-02,Travel Agency,4490,55,First Class,565.365,Discount,Credit Card,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-16,Non-Holiday,0,Storm,15.43,18.25,47.6,102,0,474.5,75,American Airlines,135,156,535,135,75,1.0,1130.73
BA202,LAX,LAS,2023-05-30,18:28:00,2023-05-11,Phone,3475,23,First Class,1057.5975,Discount,Miles,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-30,Non-Holiday,0,Clear,3.32,15.18,26.52,145,0,1254.8,19,British Airways,149,226,1108,149,19,1.5,1410.13
AA100,DEN,MIA,2023-08-13,08:26:00,2023-06-24,Travel Agency,4525,63,Economy,688.356,Premium,Credit Card,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-13,Non-Holiday,0,Storm,-5.78,1.71,10.21,6,0,354.52,50,American Airlines,224,270,506,224,50,1.2,1147.26
BA202,DEN,SEA,2023-06-29,05:01:00,2023-04-13,Online,1420,29,Business,605.915,Premium,Debit Card,2023-06,2023-06-01,-0.8,4.07,6.29,2023-06,No Holiday,2023-06-29,Non-Holiday,0,Clear,14.4,16.03,0.5,144,0,814.83,77,British Airways,179,198,301,179,77,1.0,1211.83
EA505,DFW,MIA,2023-11-05,21:53:00,2023-09-29,Online,4060,62,Business,292.104,Premium,Credit Card,2023-11,2023-11-01,0.77,7.73,8.5,2023-11,No Holiday,2023-11-05,Non-Holiday,0,Snow,3.01,9.84,25.42,117,0,513.2,37,Emirates,308,367,1313,308,37,1.2,486.84
BA202,LAX,SEA,2023-06-11,05:26:00,2023-03-16,Phone,4705,22,Economy,302.12,Discount,Miles,2023-06,2023-06-01,-0.8,4.07,6.29,2023-06,No Holiday,2023-06-11,Non-Holiday,0,Snow,0.22,4.74,14.73,39,1,890.81,87,British Airways,161,170,326,161,87,1.0,604.24
CA303,LAX,LAS,2023-08-30,04:47:00,2023-07-20,Online,118,66,Economy,630.66,Regular,Miles,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-30,Non-Holiday,0,Storm,14.62,3.11,38.88,109,0,504.9,41,Air Canada,241,296,287,241,41,1.2,1051.1
AA100,JFK,ATL,2023-04-17,21:09:00,2023-03-31,Phone,42,48,Economy,575.52,Discount,Credit Card,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-17,Non-Holiday,0,Clear,14.17,17.21,29.09,170,0,1287.34,17,American Airlines,106,185,1269,106,17,1.5,767.36
BA202,DFW,SEA,2023-09-09,08:08:00,2023-06-12,Phone,3247,51,Business,609.075,Regular,Miles,2023-09,2023-09-01,0.55,9.26,2.72,2023-09,No Holiday,2023-09-09,Non-Holiday,0,Storm,22.76,1.7,17.5,51,0,1054.03,89,British Airways,251,258,488,251,89,1.0,1218.15
BA202,JFK,ATL,2023-07-04,05:26:00,2023-04-20,Travel Agency,3204,22,Business,418.145,Premium,Miles,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,No Holiday,2023-07-04,Non-Holiday,0,Clear,-6.15,17.45,11.83,104,0,778.89,75,British Airways,184,205,326,184,75,1.0,836.29
AA100,LAX,SEA,2023-05-23,01:51:00,2023-04-04,Travel Agency,814,21,Business,330.888,Discount,Debit Card,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-23,Non-Holiday,0,Rain,9.65,4.71,32.86,120,0,770.51,49,American Airlines,142,189,111,142,49,1.2,551.48
CA303,JFK,ATL,2023-01-17,13:30:00,2022-10-20,Online,223,65,Economy,424.225,Regular,Debit Card,2023-01,2023-01-01,2.87,4.53,2.9,2023-01,No Holiday,2023-01-17,Non-Holiday,0,Storm,-7.72,0.75,18.95,50,0,706.01,89,Air Canada,16,23,810,16,89,1.0,848.45
EA505,JFK,SFO,2023-07-16,03:58:00,2023-07-04,Online,842,55,First Class,1248.4340000000002,Discount,Miles,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,No Holiday,2023-07-16,Non-Holiday,0,Rain,3.17,15.95,8.68,141,0,863.84,12,Emirates,196,280,238,196,12,2.2,1134.94
CA303,JFK,SEA,2023-10-01,18:29:00,2023-07-09,Phone,685,19,First Class,168.045,Regular,Credit Card,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,Labor Day,2023-10-01,Public Holiday,1,Rain,30.92,13.01,16.15,33,0,1196.76,84,Air Canada,273,285,1109,273,84,1.0,336.09
BA202,DFW,ATL,2023-03-02,05:43:00,2023-01-05,Online,323,50,Business,335.6,Discount,Debit Card,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-02,Non-Holiday,0,Storm,-4.22,19.64,9.31,231,0,838.55,56,British Airways,60,100,343,60,56,1.0,671.2
DA404,DFW,SEA,2023-09-29,14:35:00,2023-07-25,Phone,3901,27,Economy,102.515,Premium,Credit Card,2023-09,2023-09-01,0.55,9.26,2.72,2023-09,No Holiday,2023-09-29,Non-Holiday,0,Fog,2.27,14.2,12.01,144,0,1095.72,66,Delta Airlines,271,301,875,271,66,1.0,205.03
CA303,LAX,SFO,2023-03-08,22:27:00,2023-02-18,Online,1453,46,Business,593.4825,Regular,Debit Card,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-08,Non-Holiday,0,Fog,18.6,11.79,16.57,136,1,1320.47,18,Air Canada,66,144,1347,66,18,1.5,791.31
AA100,ORD,LAS,2023-01-07,22:48:00,2022-10-20,Online,3739,60,First Class,683.235,Discount,Miles,2023-01,2023-01-01,2.87,4.53,2.9,2023-01,No Holiday,2023-01-07,Non-Holiday,0,Storm,20.89,19.32,20.83,113,0,295.08,79,American Airlines,6,23,1368,6,79,1.0,1366.47
DA404,DEN,MIA,2023-02-13,20:59:00,2023-02-03,Phone,2187,27,Business,1476.1340000000002,Premium,Miles,2023-02,2023-02-01,-0.8,3.75,6.88,2023-02,No Holiday,2023-02-13,Non-Holiday,0,Snow,-4.8,16.48,9.53,91,0,782.85,10,Delta Airlines,43,129,1259,43,10,2.2,1341.94
EA505,DEN,SFO,2023-03-03,09:50:00,2022-12-10,Travel Agency,158,60,Business,525.92,Discount,Credit Card,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-03,Non-Holiday,0,Snow,10.48,5.19,16.22,163,0,153.93,83,Emirates,61,74,590,61,83,1.0,1051.84
CA303,DFW,MIA,2023-04-29,17:53:00,2023-03-10,Travel Agency,280,28,First Class,133.09199999999998,Discount,Miles,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-29,Non-Holiday,0,Clear,-1.12,4.78,33.96,220,0,381.98,50,Air Canada,118,164,1073,118,50,1.2,221.82
CA303,LAX,LAS,2023-08-20,23:22:00,2023-06-03,Travel Agency,4828,69,First Class,250.79,Premium,Miles,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-20,Non-Holiday,0,Snow,16.62,14.5,6.16,87,0,523.26,78,Air Canada,231,249,1402,231,78,1.0,501.58
CA303,DFW,ATL,2023-06-08,01:34:00,2023-05-13,Online,1213,57,Business,340.84499999999997,Discount,Credit Card,2023-06,2023-06-01,-0.8,4.07,6.29,2023-06,No Holiday,2023-06-08,Non-Holiday,0,Rain,6.73,1.56,25.03,109,0,1319.3,26,Air Canada,158,228,94,158,26,1.5,454.46
DA404,JFK,SFO,2023-12-11,18:17:00,2023-10-14,Travel Agency,2882,68,First Class,268.745,Discount,Credit Card,2023-12,2023-12-01,3.85,2.98,4.42,2023-12,No Holiday,2023-12-11,Non-Holiday,0,Rain,-6.44,16.27,8.31,226,0,202.95,58,Delta Airlines,344,382,1097,344,58,1.0,537.49
